objectid,facilityid,name,length,width,surftype,hiking,mtbcycle,roadcycle,equestrian,ski,snowmobile,motorcycle,atv,mtrvehicle,skilllevel,condition,ownedby,maintby,status,trail_type,slope,created_user,last_edited_user,county,council_district,last_edited_date,created_date,installdate,shape_Length
1,4060,Lake Zorinsky Trail,3194.38318692,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,Douglas,,2022/12/08 14:07:55+00,2017/05/15 20:07:57+00,,3193.33009138475
2,158,144th Street South,942.97956869,,,,,,,,,,,,,,,,Existing,Multi-Use,,jechezem,jechezem,Douglas,,2022/12/08 14:07:55+00,2022/12/08 14:01:22+00,,942.66866030181
3,3546, ,131.05340335,10,Concrete, , , , , , , , , , , ,,,,,,GIS,jechezem,Sarpy,,2022/12/08 14:10:29+00,2017/04/01 01:10:23+00,,131.011102945722
4,17,,1965.71389067,,,,,,,,,,,,,,,,Existing,Multi-Use,,MLSCHONLAU,jechezem,Sarpy,,2022/12/08 14:10:29+00,2014/12/04 22:33:40+00,,1965.07285036605
5,4066,,4813.2590528,,,,,,,,,,,,,,,,Proposed,,,gis,jechezem,Douglas,,2022/12/08 14:07:55+00,2017/05/13 02:34:44+00,,4811.656708723
6,3518,Hidden Lake,2833.21386851,, , , , , , , , , , , , ,,,,,,GIS,jechezem,Sarpy,,2022/12/08 14:10:29+00,2017/04/01 01:10:23+00,,2832.29559751373
7,11734,Ridgeline Trail,938.83048944,,,Yes,No,No,No,No,No,No,No,No,Easy,,,,Existing,Park Trail,,jechezem,jechezem,Douglas,,2022/12/08 14:07:55+00,2022/12/06 20:59:38+00,,938.512696147463
8,3490,Habitat Hollow,862.62943282,, , , , , , , , , , , , ,,,,,,GIS,jechezem,Sarpy,,2022/12/08 14:10:29+00,2017/04/01 01:10:23+00,,862.348735413217
9,273,,2561.63655536,,,,,,,,,,,,,,,,Proposed,Multi-Use,,GIS,jechezem,Douglas,,2022/12/08 14:07:55+00,2014/12/22 20:53:21+00,,2560.77085507193
10,10932,Standing Bear Lake Trail,3615.03500444,,,,,,,,,,,,,,,,Existing,,,jechezem,jechezem,Douglas,,2022/12/08 14:07:55+00,2022/09/07 15:07:26+00,,3613.81959396465
11,4039,,3134.20378629,,,,,,,,,,,,,,,,Proposed,,,gis,jechezem,Douglas,,2022/12/08 14:07:55+00,2017/05/15 21:27:25+00,,3133.15961308633
12,3887,,467.37768287,,,,,,,,,,,,,,,,Proposed,,,gis,jechezem,Douglas,,2022/12/08 14:07:55+00,2017/05/15 21:12:09+00,,467.221064073269
13,3491,Hackberry,2018.06491893,, , , , , , , , , , , , ,,,,,,GIS,jechezem,Sarpy,,2022/12/08 14:10:29+00,2017/04/01 01:10:23+00,,2017.40857537682
14,3970,Glenn Cunningham Lake Trail,2755.35743436,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,Douglas,,2022/12/08 14:07:55+00,2017/05/16 02:29:02+00,,2754.42834129972
15,3989,Locust St Trail,5818.68416198,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,Douglas,,2022/12/08 14:07:55+00,2017/05/13 00:29:10+00,,5816.74044776072
16,3504,History,3824.63187306,, , , , , , , , , , , , ,,,,,,GIS,jechezem,Sarpy,,2022/12/08 14:10:29+00,2017/04/01 01:10:23+00,,3823.39457098982
17,4044,Westin Hills Park Trail,556.11815542,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,Douglas,,2022/12/08 14:07:55+00,2017/05/15 21:13:50+00,,555.931806302433
18,3554, ,89.55536393,10,Concrete, , , , , , , , , , , ,,,,,,GIS,jechezem,Sarpy,,2022/12/08 13:49:44+00,2017/04/01 01:10:23+00,,89.5258978112173
19,3988,Pacific St Trail,5110.24688384,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,Douglas,,2022/12/08 14:07:55+00,2017/05/15 19:04:37+00,,5108.55356956125
20,5336,,791.94995801,,,,,,,,,,,,,,,,Proposed,,,jechezem,jechezem,Douglas,,2022/12/08 14:07:55+00,2020/05/13 17:20:32+00,,791.684103102768
21,3905,Lake Zorinsky Trail,831.44965987,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,Douglas,,2022/12/08 14:07:55+00,2017/05/15 19:38:35+00,,831.175439808443
22,63,Rambleridge,5609.501903,,,,,,,,,,,,,,,,Existing,Multi-Use,,MLSCHONLAU,jechezem,Douglas,,2022/12/08 14:07:55+00,2014/12/04 22:33:40+00,,5607.61977827158
23,3946,Keystone Trail,1824.83867317,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,Douglas,,2022/12/08 14:07:55+00,2017/05/13 02:42:35+00,,1824.22536046121
24,46,Burt St Trail,1700.70170561,,,,,,,,,,,,,,,,Existing,Multi-Use,,MLSCHONLAU,jechezem,Douglas,,2022/12/08 14:07:55+00,2014/12/04 22:33:40+00,,1700.13574474212
25,4080,144th Street South,240.72804788,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,Douglas,,2022/12/08 14:07:55+00,2017/05/15 21:46:41+00,,240.648733718941
26,4098,,889.49505723,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,Sarpy,,2022/12/08 14:10:29+00,2017/05/16 01:40:07+00,,889.20948903457
27,3977,,2724.92052871,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,Sarpy,,2022/12/08 14:10:29+00,2017/05/16 01:38:43+00,,2724.04744503944
28,4071,,9328.52336899,,,,,,,,,,,,,,,,Proposed,,,gis,jechezem,Douglas,,2022/12/08 14:07:55+00,2017/05/16 00:22:59+00,,9325.40259532058
29,116,Willow Wood,2434.42170155,,,,,,,,,,,,,,,,Existing,Multi-Use,,MLSCHONLAU,jechezem,Douglas,,2022/12/08 14:07:55+00,2014/12/04 22:33:40+00,,2433.60892649891
30,3958,,1896.28677591,,,,,,,,,,,,,,,,Proposed,,,gis,jechezem,Douglas,,2022/12/08 14:07:55+00,2017/05/15 20:33:38+00,,1895.65632850027
31,251,South Omaha Trail,19753.52532688,,,,,,,,,,,,,,,,Existing,Multi-Use,,GIS,jechezem,Douglas,,2022/12/08 14:07:55+00,2014/12/22 20:53:21+00,,19747.0270693713
32,3943,Keystone Trail,920.26283806,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,Douglas,,2022/12/08 14:07:55+00,2017/05/13 02:41:35+00,,919.954186946047
33,158,144th Street South,8291.29802531,,,,,,,,,,,,,,,,Existing,Multi-Use,,jechezem,jechezem,Sarpy,,2022/12/08 14:10:29+00,2022/12/08 14:01:22+00,,8288.60105799686
34,4112,180th St Trail,672.4968188,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,Douglas,,2022/12/08 14:07:55+00,2017/05/15 20:34:44+00,,672.273612468283
35,3971,Keystone Trail,3824.65479803,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,Douglas,,2022/12/08 14:07:55+00,2017/05/16 18:44:39+00,,3823.38909396651
36,8532,Glenn Cunningham Lake Trail,1257.48988696,,Concrete,,,,,,,,,,,,,,Existing,,,jechezem,jechezem,Douglas,,2022/12/08 14:07:55+00,2021/12/02 13:35:53+00,,1257.06581556888
37,3555, ,1461.30773007,10,Concrete, , , , , , , , , , , ,,,,,,GIS,jechezem,Sarpy,,2022/12/08 14:10:29+00,2017/04/01 01:10:23+00,,1460.83283785511
38,4008,Walnut Grove Park,1986.17945549,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,Douglas,,2022/12/08 14:07:55+00,2017/05/15 19:09:50+00,,1985.52721774839
39,254,,1486.70053181,,,,,,,,,,,,,,,,Proposed,Multi-Use,,GIS,jechezem,Douglas,,2022/12/08 14:07:55+00,2014/12/22 20:53:21+00,,1486.2080725266
40,276,144th Street South,5556.82172015,,,,,,,,,,,,,,,,Proposed,Multi-Use,,GIS,jechezem,Douglas,,2022/12/08 14:07:55+00,2014/12/22 20:53:21+00,,5554.97721114265
41,3516,Marsh,1893.10643461,, , , , , , , , , , , , ,,,,,,GIS,jechezem,Sarpy,,2022/12/08 14:10:29+00,2017/04/01 01:10:23+00,,1892.49205829637
42,3909,Big Papio North,8945.20826486,,,,,,,,,,,,,,,,Proposed,,,gis,jechezem,Douglas,,2022/12/08 14:07:55+00,2017/05/15 18:18:07+00,,8942.18441286095
43,4085,Standing Bear Lake Trail,8330.79476886,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,Douglas,,2022/12/08 14:07:55+00,2017/05/15 18:05:15+00,,8327.99599981986
44,3919,,1611.85893316,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,Sarpy,,2022/12/08 14:10:29+00,2017/05/16 01:13:55+00,,1611.33911751122
45,56,Big Papio North,10484.8071727,,,,,,,,,,,,,,,,Existing,Multi-Use,,MLSCHONLAU,jechezem,Douglas,,2022/12/08 14:07:55+00,2014/12/04 22:33:40+00,,10481.3111922967
46,15,Cattail Creek,12471.59052995,,,,,,,,,,,,,,,,Existing,Multi-Use,,MLSCHONLAU,jechezem,Douglas,,2022/12/08 14:07:56+00,2014/12/04 22:33:40+00,,12467.5021879651
47,9,"""F"" St Trail",2616.07760227,,,,,,,,,,,,,,,,Existing,Multi-Use,,MLSCHONLAU,jechezem,Douglas,,2022/12/08 14:07:56+00,2014/12/04 22:33:40+00,,2615.21680993825
48,54,Greentree/Parkview,1999.70624605,,,,,,,,,,,,,,,,Existing,Multi-Use,,MLSCHONLAU,jechezem,Douglas,,2022/12/08 14:07:56+00,2014/12/04 22:33:40+00,,1999.03618256496
49,4533,Field Club Trail,1771.44801072,,,,,,,,,,,,,,,,Existing,,,jechezem,jechezem,Douglas,,2022/12/08 14:07:56+00,2020/05/13 15:25:13+00,,1770.8547321945
50,16,Coyote Run Park,2752.44991401,,,,,,,,,,,,,,,,Existing,Multi-Use,,MLSCHONLAU,jechezem,Douglas,,2022/12/08 14:07:56+00,2014/12/04 22:33:40+00,,2751.5507723388
51,3902,,37205.90131033,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,Sarpy,,2022/12/08 14:10:29+00,2017/05/16 19:16:51+00,,37194.1349885912
52,4936,Flanagan Lake Trail,410.49358344,,,,,,,,,,,,,,,,Existing,,,jechezem,jechezem,Douglas,,2022/12/08 14:07:56+00,2020/05/13 15:31:13+00,,410.355802045376
53,3967,,130.50799568,,,,,,,,,,,,,,,,Proposed,,,gis,jechezem,,,2022/12/08 13:50:17+00,2017/05/15 21:08:08+00,,130.464366221269
54,3552, ,1322.66715333,10,Concrete, , , , , , , , , , , ,,,,,,GIS,jechezem,Sarpy,,2022/12/08 14:10:29+00,2017/04/01 01:10:23+00,,1322.24196048913
55,3938,Kiwanis Park Trail,1350.3852545,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,Douglas,,2022/12/08 14:07:56+00,2017/05/16 02:08:56+00,,1349.93371523184
56,4014,Glenn Cunningham Lake Trail,1038.79286535,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,Douglas,,2022/12/08 14:07:56+00,2017/05/16 02:18:02+00,,1038.44242411062
57,3500,Bladdernut,2799.07316776,, , , , , , , , , , , , ,,,,,,GIS,jechezem,Sarpy,,2022/12/08 14:10:29+00,2017/04/01 01:10:23+00,,2798.16542687114
58,77,Standing Bear - North,8671.06626576,,,,,,,,,,,,,,,,Existing,Multi-Use,,MLSCHONLAU,jechezem,Douglas,,2022/12/08 14:07:56+00,2014/12/04 22:33:40+00,,8668.14931542632
59,114,Willow Wood,3018.36288902,,,,,,,,,,,,,,,1,Existing,Park Trail,,MLSCHONLAU,jechezem,Douglas,,2022/12/08 14:07:56+00,2014/12/04 22:33:40+00,,3017.35607742208
60,158,144th Street South,215.62521539,,,,,Yes,,,,,,No,Easy,,,,Existing,Multi-Use,,jechezem,jechezem,Douglas,,2022/12/08 14:07:56+00,2022/12/08 14:01:24+00,,107.779122849783
61,4042,,616.89030475,,,,,,,,,,,,,,,,Proposed,,,gis,jechezem,Douglas,,2022/12/08 14:07:56+00,2017/05/15 21:00:50+00,,616.682979629159
62,4064,,429.97034858,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,Sarpy,,2022/12/08 14:10:29+00,2017/05/16 01:22:31+00,,429.831402325615
63,4115,Pacific St Trail,6777.70751715,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,Douglas,,2022/12/08 14:07:56+00,2017/05/15 19:07:16+00,,6775.46108923267
64,10133,Standing Bear West Park Trail,1942.39042719,,,,,,,,,,,,,,,,Existing,,,jechezem,jechezem,Douglas,,2022/12/08 14:07:56+00,2022/09/07 15:19:41+00,,1941.73824030445
65,47,Timber Creek,3952.67181781,,,,,,,,,,,,,,,,Existing,Multi-Use,,MLSCHONLAU,jechezem,Douglas,,2022/12/08 14:07:56+00,2014/12/04 22:33:40+00,,3951.37986552694
66,3934,,169.43663608,,,,,,,,,,,,,,,,Proposed,,,gis,jechezem,Douglas,,2022/12/08 14:07:56+00,2017/05/15 20:57:27+00,,169.380534943173
67,4937,Flanagan Lake Trail,552.77071125,,,,,,,,,,,,,,,,Existing,,,jechezem,jechezem,Douglas,,2022/12/08 14:07:56+00,2020/05/13 15:31:51+00,,552.585140524691
68,3908,,18125.58368027,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,Sarpy,,2022/12/08 14:10:29+00,2017/05/16 19:19:49+00,,18120.3275493543
69,4057,,1196.30642128,,,,,,,,,,,,,,,,Proposed,,,gis,jechezem,Douglas,,2022/12/08 14:07:56+00,2017/05/15 21:37:21+00,,1195.90750540443
70,3996,West Papio North,953.80065713,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,Douglas,,2022/12/08 14:07:56+00,2017/05/15 21:06:49+00,,953.482098319095
71,3936,Lake Zorinsky Trail,793.18675988,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,Douglas,,2022/12/08 14:07:56+00,2017/05/15 19:37:59+00,,792.925333342058
72,,,58.58934804,,,,Yes,,,,,,,,,,,,Existing,,,jechezem,jechezem,,,2022/12/08 13:51:21+00,2022/12/06 15:55:38+00,,58.5707379436495
73,4116,Harvey Oaks,692.50143248,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,Douglas,,2022/12/08 14:07:56+00,2017/05/15 18:40:13+00,,692.272266606018
74,4073,,1768.7919578,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,Sarpy,,2022/12/08 14:10:29+00,2017/05/16 01:18:20+00,,1768.21848426753
75,4089,,5256.19501879,,,,,,,,,,,,,,,,Proposed,,,gis,jechezem,Douglas,,2022/12/08 14:07:56+00,2017/05/16 02:06:12+00,,5254.44304605102
76,4010,Lake Zorinsky Trail,43.80638584,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,,,2022/12/08 13:50:32+00,2017/05/15 19:40:43+00,,43.7919751650753
77,3497,Hawthorn,2521.25433025,, , , , , , , , , , , , ,,,,,,GIS,jechezem,Sarpy,,2022/12/08 14:10:29+00,2017/04/01 01:10:23+00,,2520.43440082774
78,,,81.25273718,,,,Yes,,,,,,,,,,,,Existing,,,jechezem,jechezem,,,2022/12/08 13:51:20+00,2022/12/06 15:53:45+00,,81.2255572642296
79,3495,Hawthorn,2381.53430277,, , , , , , , , , , , , ,,,,,,GIS,jechezem,Sarpy,,2022/12/08 14:10:29+00,2017/04/01 01:10:23+00,,2380.75952678182
80,3922,,3967.70930642,,,,,,,,,,,,,,,,Proposed,,,gis,jechezem,Douglas,,2022/12/08 14:07:56+00,2017/05/15 19:03:58+00,,3966.39317039776
81,4067,Keystone Trail,296.43608759,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,Douglas,,2022/12/08 14:07:56+00,2017/05/16 02:33:16+00,,296.33650489236
82,4003,Keystone Trail,8941.98745958,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,Douglas,,2022/12/08 14:07:56+00,2017/05/16 18:48:18+00,,8939.03884999937
83,3891,Riverfront Trail,7481.83179936,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,Douglas,,2022/12/08 14:07:56+00,2017/05/13 01:01:04+00,,7479.30007117235
84,3975,,3240.80694297,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,Sarpy,,2022/12/08 14:10:29+00,2017/05/16 01:29:22+00,,3239.76395097021
85,,,2023.07014346,,,,Yes,,,,,,,,,,,,Existing,,,jechezem,jechezem,Douglas,,2022/12/08 14:07:56+00,2022/12/06 20:48:42+00,,2022.68249261184
86,3499,Indian,1753.35624051,, , , , , , , , , , , , ,,,,,,GIS,jechezem,Sarpy,,2022/12/08 14:10:29+00,2017/04/01 01:10:23+00,,1752.78762131213
87,158,144th Street South,1296.92517502,,,,,Yes,,,,,,No,Easy,,,,Existing,Multi-Use,,jechezem,jechezem,Douglas,,2022/12/08 14:07:56+00,2022/12/08 14:01:24+00,,1365.92982790121
88,3529,City of Bellevue Nature and History Trail,7191.7586335,,Gravel, , , , , , , , , , , ,2,2,,,,GIS,jechezem,Sarpy,,2022/12/08 14:10:29+00,2017/04/01 01:10:23+00,,7189.44139783881
89,3906,Glenn Cunningham Lake Trail,2069.62945148,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,Douglas,,2022/12/08 14:07:56+00,2017/05/16 02:17:26+00,,2068.93107349716
90,55,Roanoke Estates,4616.31838288,,,,,,,,,,,,,,,,Existing,Multi-Use,,MLSCHONLAU,jechezem,Douglas,,2022/12/08 14:07:56+00,2014/12/04 22:33:40+00,,4614.77340459179
91,18,,8231.34982397,,,,,,,,,,,,,,,,Existing,Multi-Use,,MLSCHONLAU,jechezem,Sarpy,,2022/12/08 14:10:29+00,2014/12/04 22:33:40+00,,8228.66534389246
92,40,Linden Estates,9945.50634041,,,,,,,,,,,,,,,,Existing,Multi-Use,,MLSCHONLAU,jechezem,Douglas,,2022/12/08 14:07:56+00,2014/12/04 22:33:40+00,,9942.19616204949
93,3519,Hidden Lake,4244.38209431,, , , , , , , , , , , , ,,,,,,GIS,jechezem,Sarpy,,2022/12/08 14:10:29+00,2017/04/01 01:10:23+00,,4243.00908765669
94,1,Field Club Trail,8928.37248543,,,,,,,,,,,,,,,,Existing,Multi-Use,,MLSCHONLAU,jechezem,Douglas,,2022/12/08 14:07:56+00,2014/12/04 22:33:40+00,,8925.4187127694
95,4095,,5296.18698226,,,,,,,,,,,,,,,,Proposed,,,gis,jechezem,Douglas,,2022/12/08 14:07:56+00,2017/05/13 01:09:43+00,,5294.40644635933
96,4090,,2595.48274823,,,,,,,,,,,,,,,,Proposed,,,gis,jechezem,Douglas,,2022/12/08 14:07:56+00,2017/05/15 21:48:17+00,,2594.62808748559
97,3488,Ridge,1612.25637828,, , , , , , , , , , , , ,,,,,,GIS,jechezem,Sarpy,,2022/12/08 14:10:29+00,2017/04/01 01:10:23+00,,1611.73166486747
98,3517,Hidden Lake,2588.65522305,, , , , , , , , , , , , ,,,,,,GIS,jechezem,Sarpy,,2022/12/08 14:10:29+00,2017/04/01 01:10:23+00,,2587.81410731273
99,3553, ,1116.84955821,, , , , , , , , , , , , ,,,,,,GIS,jechezem,Sarpy,,2022/12/08 14:10:29+00,2017/04/01 01:10:23+00,,1116.49098437566
100,3522,Riverview Boardwalk,1009.666834,, , , , , , , , , , , , ,,,,,,GIS,jechezem,Sarpy,,2022/12/08 14:10:29+00,2017/04/01 01:10:23+00,,1009.33859545456
101,4082,,229.72647513,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,,,2022/12/08 13:50:55+00,2017/05/16 01:17:34+00,,229.651905510047
102,50,Briar Hills Park,1756.94768449,,,,,,,,,,,,,,,,Existing,Multi-Use,,MLSCHONLAU,jechezem,Douglas,,2022/12/08 14:07:56+00,2014/12/04 22:33:40+00,,1756.36243564506
103,4024,Lake Zorinsky Trail,771.3207092,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,Douglas,,2022/12/08 14:07:56+00,2017/05/15 19:40:24+00,,771.06781370749
104,3496,Chickadee,1727.30637246,, , , , , , , , , , , , ,,,,,,GIS,jechezem,Sarpy,,2022/12/08 14:10:29+00,2017/04/01 01:10:23+00,,1726.74498590517
105,10156,The Hill,464.08137383,,,Yes,No,No,No,No,No,No,No,No,Advanced,,,,Existing,Park Trail,,jechezem,jechezem,Douglas,,2022/12/08 14:07:56+00,2022/12/06 20:59:44+00,,463.923591617796
106,3972,144th Street North,23.14099608,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,,,2022/12/08 13:50:19+00,2017/05/15 21:19:58+00,,23.1335332147705
107,3929,N Happy Hollow Blvd Trail,5068.37937152,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,Douglas,,2022/12/08 14:07:56+00,2017/05/13 01:20:38+00,,5066.69077335102
108,52,Harvey Oaks,4881.69019989,,,,,,,,,,,,,,,,Existing,Multi-Use,,MLSCHONLAU,jechezem,Douglas,,2022/12/08 14:07:56+00,2014/12/04 22:33:40+00,,4880.07765692259
109,4535,Flanagan Lake Trail,233.338893,,,,,,,,,,,,,,,,Existing,,,jechezem,jechezem,Douglas,,2022/12/08 14:07:56+00,2020/05/13 15:32:14+00,,233.260182729407
110,,,76.30092049,,,,Yes,,,,,,,,,,,,Existing,,,jechezem,jechezem,Douglas,,2022/12/08 14:07:56+00,2022/12/06 15:54:49+00,,76.2704007013278
111,3917,Keystone Trail,2611.44542628,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,Douglas,,2022/12/08 14:07:56+00,2017/05/16 18:43:27+00,,2610.5795287985
112,66,Heartland of America Park,9919.80737923,,,,,,,,,,,,,,,,Existing,Multi-Use,,MLSCHONLAU,jechezem,Douglas,,2022/12/08 14:07:56+00,2014/12/04 22:33:40+00,,9916.51387885777
113,3991,Lawrence Youngman Lake Park Trail,903.31776931,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,Douglas,,2022/12/08 14:07:56+00,2017/05/15 20:24:53+00,,903.016866936342
114,12,Roxbury/Brookhaven Park,11156.18145618,,,,,,,,,,,,,,,,Existing,Multi-Use,,MLSCHONLAU,jechezem,Douglas,,2022/12/08 14:07:56+00,2014/12/04 22:33:40+00,,11152.5339836186
115,4043,,3174.55655437,,,,,,,,,,,,,,,,Proposed,,,gis,jechezem,Douglas,,2022/12/08 14:07:56+00,2017/05/15 18:37:50+00,,3173.50317254165
116,4101,Keystone Trail,637.33078541,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,Douglas,,2022/12/08 14:07:56+00,2017/05/16 18:39:18+00,,637.119491713109
117,4534,West Papio North,222.82214805,,,,,,,,,,,,,,,,Existing,,,jechezem,jechezem,Douglas,,2022/12/08 14:07:56+00,2020/05/13 15:26:09+00,,222.747111939686
118,75,Millard Highlands,3170.0786365,,,,,,,,,,,,,,,,Existing,Multi-Use,,MLSCHONLAU,jechezem,Douglas,,2022/12/08 14:07:56+00,2014/12/04 22:33:40+00,,3169.04191975367
119,12932,,309.41087242,,,Yes,No,No,No,No,No,No,No,No,Easy,,,,Existing,Park Trail,,jechezem,jechezem,Douglas,,2022/12/08 14:07:56+00,2022/12/06 20:59:45+00,,309.316312142817
120,3926,One Pacific Place Park Trail,125.91945724,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,,,2022/12/08 13:49:59+00,2017/05/15 18:27:18+00,,125.877799006884
121,3935,,2156.8413112,,,,,,,,,,,,,,,,Proposed,,,gis,jechezem,Douglas,,2022/12/08 14:07:56+00,2017/05/16 00:31:50+00,,2156.1202766135
122,,,73.72614085,,,,Yes,,,,,,,,,,,,Existing,,,jechezem,jechezem,,,2022/12/08 13:51:29+00,2022/12/06 15:54:15+00,,73.7018265922757
123,4081,Mission Park West,1240.81221128,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,Douglas,,2022/12/08 14:07:56+00,2017/05/15 20:49:32+00,,1240.40739661804
124,3949,Westin Hills Park Trail,5271.24436494,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,Douglas,,2022/12/08 14:07:56+00,2017/05/15 21:19:25+00,,5269.47929225111
125,3954,144th Street North,479.91412565,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,Douglas,,2022/12/08 14:07:56+00,2017/05/15 18:07:05+00,,479.752613659389
126,244,Military Rd Trail,2276.17586527,,,,,,,,,,,,,,,,Proposed,Multi-Use,,GIS,jechezem,Douglas,,2022/12/08 14:07:56+00,2014/12/22 20:53:21+00,,2275.41182418944
127,4058,,373.29902833,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,Sarpy,,2022/12/08 14:10:29+00,2017/05/16 01:26:53+00,,373.178074827193
128,3489,Linden,1774.17815543,, , , , , , , , , , , , ,,,,,,GIS,jechezem,Sarpy,,2022/12/08 14:10:29+00,2017/04/01 01:10:23+00,,1773.60058653286
129,3528,MoPac Trail - PMRNRD,85269.64887218,, , , , , , , , , , , , ,,,,,,GIS,jechezem,Sarpy,,2022/12/08 14:10:29+00,2017/04/01 01:10:23+00,,85243.0804612416
130,4935,West Papio North,1316.43734956,,,,,,,,,,,,,,,,Existing,,,jechezem,jechezem,Douglas,,2022/12/08 14:07:56+00,2020/05/13 15:28:19+00,,1315.99678582739
131,4005,Mission Park West,284.20031741,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,Douglas,,2022/12/08 14:07:56+00,2017/05/15 20:51:56+00,,284.108023782116
132,3523,Riverview Boardwalk,1640.95434663,, , , , , , , , , , , , ,,,,,,GIS,jechezem,Sarpy,,2022/12/08 14:10:29+00,2017/04/01 01:10:23+00,,1640.41946348633
133,13743,Riverfront Trail,7690.6432823,,,,,,,,,,,,,,,,Existing,,,jechezem,jechezem,Douglas,,2022/12/08 14:07:56+00,2022/12/08 14:04:00+00,,7688.03515058584
134,10149,Big Bluff's Trail,754.05822193,,,Yes,No,No,No,No,No,No,No,No,Intermediate,,,,Existing,Park Trail,,jechezem,jechezem,Douglas,,2022/12/08 14:07:56+00,2022/12/06 20:59:39+00,,753.808342151542
135,45,Meadow Lane,6140.47164563,,,,,,,,,,,,,,,,Existing,Multi-Use,,MLSCHONLAU,jechezem,Douglas,,2022/12/08 14:07:56+00,2014/12/04 22:33:40+00,,6142.80944765753
136,3962,,5321.33657417,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,Sarpy,,2022/12/08 14:10:29+00,2017/05/16 00:46:48+00,,5319.61057665857
137,3965,Lake Zorinsky Trail,11236.5127648,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,Douglas,,2022/12/08 14:07:56+00,2017/05/15 19:34:43+00,,11232.8138032675
138,16,,1220.30385028,,,,,,,,,,,,,,,,,,,jechezem,jechezem,Douglas,,2022/12/08 14:07:56+00,2022/12/06 20:59:42+00,,1219.89248179754
139,3983,,5114.33355513,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,Sarpy,,2022/12/08 14:10:29+00,2017/05/16 01:25:27+00,,5112.6805905404
140,6,144th Street North,26345.21470174,,,,,,,,,,,,,,,,Existing,Multi-Use,,MLSCHONLAU,jechezem,Douglas,,2022/12/08 14:07:57+00,2014/12/04 22:33:40+00,,26336.4101149813
141,,,3152.6392589,,,,Yes,,,,,,,,,,,,Existing,,,jechezem,jechezem,Douglas,,2022/12/08 14:07:57+00,2022/12/06 20:39:30+00,,3152.26797728474
142,3538, ,1258.57716731,10,Concrete, , , , , , , , , , , ,,,,,,GIS,jechezem,Sarpy,,2022/12/08 14:10:29+00,2017/04/01 01:10:23+00,,1258.1675354092
143,4087,Riverfront Trail,5627.18435848,,,,,,,,,,,,,,,,Proposed,,,gis,jechezem,Douglas,,2022/12/08 14:07:57+00,2017/05/13 00:33:05+00,,5625.30752414106
144,222,156th St - W Papio Connector,1302.40869814,,,,,,,,,,,,,,,,Proposed,Multi-Use,,GIS,jechezem,Douglas,,2022/12/08 14:07:57+00,2014/12/22 20:53:21+00,,1301.9727026342
145,158,144th Street South,122.27050329,,,,,,,,,,,,,,,,Existing,Multi-Use,,jechezem,jechezem,,,2022/12/08 14:03:05+00,2022/12/08 14:01:23+00,,122.23044810538
