objectid,facilityid,name,length,width,surftype,hiking,mtbcycle,roadcycle,equestrian,ski,snowmobile,motorcycle,atv,mtrvehicle,skilllevel,condition,ownedby,maintby,status,trail_type,slope,created_user,last_edited_user,county,council_district,last_edited_date,created_date,installdate,shape_Length
428,59,West Papio South,24095.98575538,,,,,,,,,,,,,,,,Existing,Multi-Use,,MLSCHONLAU,jechezem,Douglas,,2022/12/08 14:08:00+00,2014/12/04 22:33:40+00,,24088.0173520942
429,80,Q Street,9211.83208938,,,,,,,,,,,,,,,,Existing,Multi-Use,,MLSCHONLAU,jechezem,Douglas,,2022/12/08 14:08:00+00,2014/12/04 22:33:40+00,,9208.81312425746
430,259,,10895.23844953,,,,,,,,,,,,,,,,Proposed,Multi-Use,,GIS,jechezem,Douglas,,2022/12/08 14:08:00+00,2014/12/22 20:53:21+00,,10891.5987098311
431,3520,Red Bud,2676.72745073,, , , , , , , , , , , , ,,,,,,GIS,jechezem,Sarpy,,2022/12/08 14:10:31+00,2017/04/01 01:10:23+00,,2675.85882694817
432,3532,South Sarpy Trail,3633.82932628,, , , , , , , , , , , , ,,,,,,GIS,jechezem,Sarpy,,2022/12/08 14:10:31+00,2017/04/01 01:10:23+00,,3632.67553871538
433,58,Military Rd Trail,666.15213824,,,,,,,,,,,,,,,,Existing,Multi-Use,,MLSCHONLAU,jechezem,Douglas,,2022/12/08 14:08:00+00,2014/12/04 22:33:40+00,,665.928519734325
434,3486,Waterloo Trail,12986.21027451,,,,,,,,,,,,,,,,Existing,Multi-Use,,GIS,jechezem,Douglas,,2022/12/08 14:08:00+00,2017/04/01 01:06:37+00,,12981.8716515283
435,64,Deer Creek Park (South) Trail,2283.47961108,,,,,,,,,,,,,,,,Existing,Multi-Use,,MLSCHONLAU,jechezem,Douglas,,2022/12/08 14:08:00+00,2014/12/04 22:33:40+00,,2282.71105668995
436,3498,Oak,3841.9186887,, , , , , , , , , , , , ,,,,,,GIS,jechezem,Sarpy,,2022/12/08 14:10:31+00,2017/04/01 01:10:23+00,,3840.66947587587
437,4531,Lake Zorinsky Trail,464.06875547,,,,,,,,,,,,,,,,Existing,,,JECHEZEM,jechezem,Douglas,,2022/12/08 14:08:00+00,2019/03/21 17:18:57+00,,463.916239701059
438,3976,Keystone Trail,10730.61751922,,,,,,,,,,,,,,,,Existing,Multi-Use,,gis,jechezem,Douglas,,2022/12/08 14:08:00+00,2017/05/16 18:55:02+00,,10727.1021336422
439,62,Fort St,6334.21382752,,,,,,,,,,,,,,,,Existing,Multi-Use,,MLSCHONLAU,jechezem,Douglas,,2022/12/08 14:08:00+00,2014/12/04 22:33:40+00,,6332.08955370946
440,4015,,2087.88995702,,,,,,,,,,,,,,,,Proposed,,,gis,jechezem,Douglas,,2022/12/08 14:08:00+00,2017/05/15 21:47:18+00,,2087.20051765771
441,155,Fur Trader Road,2363.39563079,,,,,,,,,,,,Intermediate,,,,Existing,Multi-Use,,MLSCHONLAU,jechezem,Sarpy,,2022/12/08 14:10:31+00,2014/12/04 22:33:40+00,,2362.62378992394
442,3997,One Pacific Place Park Trail,3497.34988281,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,Douglas,,2022/12/08 14:08:00+00,2017/05/15 18:26:55+00,,3496.19145749758
443,3968,S 13th St Trail,93.06431437,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,,,2022/12/08 13:50:17+00,2017/05/13 02:01:36+00,,93.0334011881483
444,4054,,1746.69362906,,,,,,,,,,,,,,,,Proposed,,,gis,jechezem,Douglas,,2022/12/08 14:08:00+00,2017/05/16 00:02:29+00,,1746.10236246364
445,3901,,353.05198757,,,,,,,,,,,,,,,,Proposed,,,gis,jechezem,Douglas,,2022/12/08 14:08:00+00,2017/05/16 00:44:11+00,,352.935343316026
446,48,Black Elk,2343.92303857,,,,,,,,,,,,,,,,Existing,Multi-Use,,MLSCHONLAU,jechezem,Douglas,,2022/12/08 14:08:00+00,2014/12/04 22:33:40+00,,2343.15589188502
447,3921,West Center Rd Trail,1794.34765818,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,Douglas,,2022/12/08 14:08:00+00,2017/05/15 18:41:26+00,,1793.75465073132
448,243,Military Rd Trail,2089.78110986,,,,,,,,,,,,,,,,Proposed,Multi-Use,,GIS,jechezem,Douglas,,2022/12/08 14:08:00+00,2014/12/22 20:53:21+00,,2089.08034487436
449,3494,Childs Hollow,1568.17581801,, , , , , , , , , , , , ,,,,,,GIS,jechezem,Sarpy,,2022/12/08 14:10:31+00,2017/04/01 01:10:23+00,,1567.66603394545
450,4048,,2983.09139877,,,,,,,,,,,,,,,,Proposed,,,gis,jechezem,Douglas,,2022/12/08 14:08:00+00,2017/05/16 00:04:36+00,,2982.08250939116
451,3963,Lake Zorinsky Trail,562.22677795,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,Douglas,,2022/12/08 14:08:00+00,2017/05/15 20:04:23+00,,562.042037120678
452,4075,Lake Zorinsky Trail,363.20133962,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,Douglas,,2022/12/08 14:08:00+00,2017/05/15 20:05:29+00,,363.081102812398
453,4118,Lake Zorinsky Trail,396.09856361,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,,,2022/12/08 13:51:07+00,2017/05/15 20:02:53+00,,395.968154822485
454,,,55.25924942,,,,Yes,,,,,,,,,,,,Existing,,,jechezem,jechezem,,,2022/12/08 13:51:22+00,2022/12/06 15:57:23+00,,55.1901775965393
455,3994,,6610.01825411,,,,,,,,,,,,,,,,Proposed,,,gis,jechezem,Douglas,,2022/12/08 14:08:00+00,2017/05/13 02:51:33+00,,6607.79594899625
456,4529,Lake Zorinsky Trail,1143.48711901,,,,,,,,,,,,,,,,Existing,,,JECHEZEM,jechezem,Douglas,,2022/12/08 14:08:00+00,2019/03/21 17:17:35+00,,1143.11053218826
457,4088,,597.25423748,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,Sarpy,,2022/12/08 14:10:31+00,2017/05/16 01:13:22+00,,597.061456007398
458,11738,Ridgeline Trail,97.60408896,,,Yes,No,No,No,No,No,No,No,No,Intermediate,,,,Existing,Park Trail,,jechezem,jechezem,Douglas,,2022/12/08 13:51:32+00,2022/12/06 20:59:43+00,,97.5724387576472
459,81,Fur Trader Road,4688.61800237,,,,,,,,,,,,Intermediate,,,,Existing,Multi-Use,,MLSCHONLAU,jechezem,Sarpy,,2022/12/08 14:10:31+00,2014/12/04 22:33:40+00,,4687.0894373484
460,4109,,1573.87411876,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,Sarpy,,2022/12/08 14:10:31+00,2017/05/16 00:47:40+00,,1573.36419121521
461,3937,Lake Zorinsky Trail,373.37427682,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,Douglas,,2022/12/08 14:08:00+00,2017/05/15 19:19:13+00,,373.251319071431
462,4537,Flanagan Lake Connector Trail,175.74665474,,,,,,,,,,,,,,,,Existing,,,jechezem,jechezem,Douglas,,2022/12/08 14:08:00+00,2020/05/13 15:40:09+00,,175.687705005695
463,3910,Keystone Trail,1322.09333176,,,,,,,,,,,,,,,,Proposed,,,gis,jechezem,Douglas,,2022/12/08 14:08:00+00,2017/05/13 02:45:42+00,,1321.64895804835
464,73,Lake Zorinsky-Walnut Grove Connector,2359.92950553,,,,,,,,,,,,,,,,Existing,Multi-Use,,MLSCHONLAU,jechezem,Douglas,,2022/12/08 14:08:00+00,2014/12/04 22:33:40+00,,2359.15440126899
465,21,West Papio Connector,4822.01808692,,,,,,,,,,,,,,,,Existing,Multi-Use,,MLSCHONLAU,jechezem,Douglas,,2022/12/08 14:08:00+00,2014/12/04 22:33:40+00,,4820.41452270502
466,4068,,66.49170538,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,,,2022/12/08 13:50:50+00,2017/05/16 01:50:03+00,,66.4704940737966
467,11333,South Lookout Trail,2232.46423933,,,Yes,No,No,No,No,No,No,No,No,Advanced,,,,Existing,Park Trail,,jechezem,jechezem,Douglas,,2022/12/08 14:08:01+00,2022/12/06 20:59:41+00,,2231.72651140991
468,8932,Sorensen Parkway,5778.75225015,,,,,,,,,,,,,,,,Existing,,,jechezem,jechezem,Douglas,,2022/12/08 14:08:01+00,2022/04/15 14:45:38+00,,5776.80916951476
469,3945,N.P. Dodge Memorial Park Trail,3824.56328234,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,Douglas,,2022/12/08 14:08:01+00,2017/05/13 00:03:37+00,,3823.27045630433
470,3951,,4148.32912413,,,,,,,,,,,,,,,,Proposed,,,gis,jechezem,Douglas,,2022/12/08 14:08:01+00,2017/05/13 01:55:16+00,,4146.97158694688
471,8934,Sorensen Parkway,1575.72855194,,,,,,,,,,,,,,,,Proposed,,,jechezem,jechezem,Douglas,,2022/12/08 14:08:01+00,2022/04/15 14:53:45+00,,1575.22781996118
472,,,71.70027592,,,,Yes,,,,,,,,,,,,Existing,,,jechezem,jechezem,,,2022/12/08 13:51:20+00,2022/12/06 15:54:31+00,,71.6756627320098
473,265,,16204.13203104,,,,,,,,,,,,,,,,Proposed,Multi-Use,,GIS,jechezem,Douglas,,2022/12/08 14:08:01+00,2014/12/22 20:53:21+00,,16198.6935688891
474,8933,Sorensen Parkway,1587.65529609,,,,,,,,,,,,,,,,Proposed,,,jechezem,jechezem,Douglas,,2022/12/08 14:08:01+00,2022/04/15 14:48:53+00,,1587.18433763537
475,4018,,11899.1567342,,,,,,,,,,,,,,,,Proposed,,,gis,jechezem,Douglas,,2022/12/08 14:08:01+00,2017/05/16 00:03:43+00,,11895.1307694894
476,4530,Lake Zorinsky Trail,1759.58925501,,,,,,,,,,,,,,,,Existing,,,JECHEZEM,jechezem,Douglas,,2022/12/08 14:08:01+00,2019/03/21 17:18:20+00,,1759.01059561621
477,4034,,1166.62778441,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,Sarpy,,2022/12/08 14:10:31+00,2017/05/16 01:14:32+00,,1166.25114483263
478,3931,Standing Bear Lake Trail,6537.28121498,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,Douglas,,2022/12/08 14:08:01+00,2017/05/13 03:00:52+00,,6535.08661795469
479,275,,34648.54240964,,,,,,,,,,,,,,,,Proposed,Multi-Use,,GIS,jechezem,Douglas,,2022/12/08 14:08:01+00,2014/12/22 20:53:21+00,,34636.8417647626
480,3903,,573.42031745,,,,,,,,,,,,,,,,Proposed,,,gis,jechezem,Douglas,,2022/12/08 14:08:01+00,2017/05/15 21:58:00+00,,573.227815626094
481,4016,Piney Creek Park Trail,2376.48190236,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,Douglas,,2022/12/08 14:08:01+00,2017/05/16 00:18:22+00,,2375.68776112118
482,79,156th St - W Papio Connector,4402.66540162,,,,,,,,,,,,,,,,Existing,Multi-Use,,MLSCHONLAU,jechezem,Douglas,,2022/12/08 14:08:01+00,2014/12/04 22:33:40+00,,4401.19079146101
483,4070,,1019.27056396,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,Sarpy,,2022/12/08 14:10:31+00,2017/05/16 01:08:58+00,,1018.94115386168
484,,,783.30320995,,,,Yes,,,,,,,,,,,,Existing,,,jechezem,jechezem,Douglas,,2022/12/08 14:08:01+00,2022/12/06 20:28:44+00,,782.599405923063
485,3941,,1525.99713722,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,Sarpy,,2022/12/08 14:10:31+00,2017/05/16 01:10:10+00,,1525.50493703964
486,3535, ,350.81819575,, , , , , , , , , , , , ,,,,,,GIS,jechezem,Sarpy,,2022/12/08 14:10:31+00,2017/04/01 01:10:23+00,,350.707011214125
487,4030,Lake Zorinsky Trail,32.68064922,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,,,2022/12/08 13:50:38+00,2017/05/15 20:03:13+00,,32.6700922993803
488,3918,144th Street North,1543.19281772,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,Douglas,,2022/12/08 14:08:01+00,2017/05/15 21:41:42+00,,1542.67743551508
489,28,Blondo St. Trail,11965.35190221,,,,,,,,,,,,,,,,Existing,Multi-Use,,MLSCHONLAU,jechezem,Douglas,,2022/12/08 14:08:01+00,2014/12/04 22:33:40+00,,11961.3603915627
492,158,144th Street South,2626.32517375,,,,,,,,,,,,,,,,Existing,Multi-Use,,jechezem,jechezem,Douglas,,2022/12/08 14:08:00+00,2022/12/08 14:01:26+00,,68.5782929599098
493,144thTrail-493,144th Street South,,,,,,Yes,,,,,,No,Easy,,,,Existing,,,,,,,,,,116.233255407493
495,144thTrail-495,144th Street South,,,,,,Yes,,,,,,No,Easy,,,,Existing,,,,,,,,,,76.1011862760428
